{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 59.0, 'temperature': 20.0, 'experiment': 1.0, 'time': 1522081647.938131}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 58.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081652.676254}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081659.938705}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081667.217087}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081671.977707}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081676.739325}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081681.50218}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081686.321927}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081691.780018}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 21.0, 'experiment': 1.0, 'time': 1522081699.151873}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 58.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081703.913439}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081708.701921}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081713.446642}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081718.742744}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081723.504529}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081728.264691}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081735.515964}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081740.290831}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081745.047075}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081749.804344}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081754.615776}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081759.53131}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081764.315981}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081769.07022}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 57.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081778.856707}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081783.638562}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081790.916952}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081798.212337}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 22.0, 'experiment': 1.0, 'time': 1522081803.228185}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081808.033979}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 56.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081812.803351}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 55.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081820.106707}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 55.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081829.907729}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 55.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081834.647716}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 55.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081839.473603}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 55.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081844.481448}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 55.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081849.234826}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 54.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081853.961812}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 54.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081858.724709}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 54.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081867.406107}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 54.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081872.183647}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 54.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081876.919005}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 53.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081881.667194}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 53.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522081886.401834}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 53.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081898.967523}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 53.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081903.74667}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 53.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081908.497752}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 53.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081913.257505}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 53.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081918.07696}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 52.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081923.264431}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 52.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081928.50058}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 52.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081934.303907}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 52.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081943.46315}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 52.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081954.194237}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 52.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081964.203068}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 51.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081975.11557}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 51.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081983.240243}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 51.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522081994.219198}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 51.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522082001.033919}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 51.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522082006.648875}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 51.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522082020.929917}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522082025.729801}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 51.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522082030.632573}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522082037.090381}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 51.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082043.599831}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082054.014886}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082062.181009}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082069.813527}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082077.166139}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082084.448089}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082089.173366}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082098.938377}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082103.739685}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082109.364708}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082117.254492}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082122.103562}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082137.867258}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082145.216968}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082150.015048}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082154.800273}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082159.560093}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082164.351875}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082169.805545}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082181.131473}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082190.743331}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082201.559473}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082214.132266}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082219.806375}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082225.50132}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082231.291679}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082238.853186}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082250.167194}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082255.65656}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082265.440654}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 50.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082272.785221}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522082277.570397}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082282.367959}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082287.589319}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082294.857908}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082299.595642}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082306.883307}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082314.1529}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082318.918496}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082326.191647}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082330.927927}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082335.634579}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082340.397271}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082345.122298}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 49.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082349.853409}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082354.621487}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082359.512112}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082372.029791}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082379.264079}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082388.995376}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082398.310536}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522082403.113268}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082415.86824}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082424.716409}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082429.976353}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 48.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082434.785737}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082439.544217}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082444.532344}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082449.301683}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082454.085864}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082458.832197}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082463.576745}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082473.389365}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082478.204725}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082483.057375}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082490.351098}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082500.159585}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082504.967369}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082509.693532}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082522.026339}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082526.737892}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082531.503498}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082538.770743}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082543.559661}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 47.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082548.296425}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082553.168474}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082558.209458}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082562.994772}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082576.292282}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522082581.067324}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082591.424403}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082596.203679}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082600.933693}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082605.675216}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082612.945696}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082617.703671}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082622.443635}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 46.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082627.210132}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082631.979442}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082637.253683}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082642.080804}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082647.113544}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082651.99113}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082656.732872}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082661.532014}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082666.297329}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082673.558575}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 28.0, 'experiment': 1.0, 'time': 1522082683.715867}
