{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085312.500382}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085320.488689}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085328.296972}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085339.191347}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085347.396396}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085352.183712}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085357.579639}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085362.868024}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085376.661034}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085384.096783}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085390.320206}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085396.718404}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085401.462252}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085406.238981}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085411.88055}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085422.002695}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 26.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085508.759883}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522085515.458334}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522085520.261245}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522085524.97207}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522085533.280049}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 35.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522085539.181457}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 35.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085544.216878}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085551.754931}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085556.455591}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085561.164376}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085568.438158}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085573.291187}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085578.150305}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085582.914285}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522085587.955452}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085593.037855}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085597.776008}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085602.515933}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085607.279252}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085612.330964}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085625.4793}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085630.471784}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085637.853218}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085643.338869}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085648.070194}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085657.965841}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085663.066615}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085668.391028}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085673.156622}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522085677.891156}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085682.68403}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085692.468597}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085697.21676}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085730.799481}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085764.381383}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522085797.965306}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 37.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522085831.547306}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 37.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522085865.122075}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 37.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522085901.224852}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 37.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522085934.797948}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 37.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522085968.384225}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522086001.957679}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 20.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522086035.532856}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 26.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522086069.117119}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 30.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522086102.697904}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 32.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086136.271829}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 37.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086169.847914}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 39.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086203.423333}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086237.004518}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086256.094067}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086263.37626}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086270.624552}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086277.884473}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086282.783622}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086287.479341}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086294.709431}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 42.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086304.462238}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 42.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086309.177186}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 43.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086313.876487}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 43.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086318.616692}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 43.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086323.319531}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 43.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086328.040799}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 44.0, 'temperature': 23.0, 'experiment': 1.0, 'time': 1522086332.757055}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 44.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086342.532404}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 44.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086347.756898}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 43.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086352.457459}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086362.343649}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086367.066654}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086376.863098}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086386.637019}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086393.911013}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 41.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086398.662245}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086405.925478}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086411.95177}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086416.716954}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086421.426279}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086426.304566}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086431.330747}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086436.076061}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 40.0, 'temperature': 24.0, 'experiment': 1.0, 'time': 1522086443.304272}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 39.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086448.132438}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 39.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086453.133678}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 39.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086457.984787}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 39.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086462.700187}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 39.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086468.308167}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 38.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086478.096769}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 38.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086485.674887}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 38.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086492.944371}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 38.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086497.668988}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 38.0, 'temperature': 25.0, 'experiment': 1.0, 'time': 1522086507.454201}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 39.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086514.731809}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 38.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086519.446929}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 38.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086524.201528}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 38.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086528.935861}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 37.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086538.699189}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086545.93335}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086550.686903}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086555.432078}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086560.179377}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 36.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086565.093721}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 35.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086572.456006}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 35.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086577.198877}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 35.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086581.913732}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 35.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086586.626431}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086596.698785}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086601.415601}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 35.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086606.138933}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086610.877501}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086618.143947}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086622.852185}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086630.086867}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086635.974561}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086643.761197}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086651.553221}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086656.57207}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086661.605271}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086666.60443}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086673.871115}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086689.044046}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086696.354302}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 26.0, 'experiment': 1.0, 'time': 1522086713.750116}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086721.53364}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086726.336471}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086731.085767}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 34.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086738.346932}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086745.678646}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086750.625252}
{'device': 'gnfuv-temp-exp1-55d487b85b-5ztk8', 'humidity': 33.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522086755.368808}
