{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522084757.406089}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086481.180724}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522086487.822668}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086496.995139}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086503.661346}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086510.302641}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086519.470786}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086526.142472}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086532.782161}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086539.422195}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086546.062101}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086552.702264}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086561.871467}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086568.54284}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 18.0, 'temperature': 42.0, 'experiment': 1.0, 'time': 1522086575.183511}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 18.0, 'temperature': 42.0, 'experiment': 1.0, 'time': 1522086586.875995}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 18.0, 'temperature': 42.0, 'experiment': 1.0, 'time': 1522086594.109251}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 18.0, 'temperature': 42.0, 'experiment': 1.0, 'time': 1522086600.747179}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 18.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086609.360946}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 18.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086616.586443}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086620.142506}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086626.781423}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086635.950276}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086642.623828}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086649.272203}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086655.902614}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086662.54123}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086669.181306}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086675.821989}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086682.462386}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086691.630287}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086695.742562}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086702.381438}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086709.02204}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086718.189726}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086722.302657}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522086728.943433}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086738.107258}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086744.782112}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086751.423445}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086757.659576}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086763.902254}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086770.142366}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086776.382404}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086782.619388}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086788.863357}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086795.103147}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086806.394019}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086813.022024}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086819.261909}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086825.506485}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086831.743341}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086837.982861}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086844.223174}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086855.513452}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086864.67189}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086870.906827}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086874.471495}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086881.101553}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086887.741283}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086894.382397}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086903.551065}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086910.222789}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086919.392482}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086923.501363}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086930.142721}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 41.0, 'experiment': 1.0, 'time': 1522086936.78256}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086943.021225}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 19.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086949.262026}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086955.504638}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086961.742363}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086970.509791}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086976.749123}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086980.301116}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 20.0, 'temperature': 40.0, 'experiment': 1.0, 'time': 1522086986.94232}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522086998.638544}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087002.781436}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087009.423671}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087021.116575}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087025.259421}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 21.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087031.90213}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 22.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087038.543099}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 22.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087045.181335}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 22.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087051.821443}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 22.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087058.462415}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 23.0, 'temperature': 39.0, 'experiment': 1.0, 'time': 1522087065.103214}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 22.0, 'temperature': 38.0, 'experiment': 1.0, 'time': 1522087071.742106}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 22.0, 'temperature': 38.0, 'experiment': 1.0, 'time': 1522087078.381332}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 23.0, 'temperature': 38.0, 'experiment': 1.0, 'time': 1522087085.019485}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 23.0, 'temperature': 38.0, 'experiment': 1.0, 'time': 1522087099.245267}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 24.0, 'temperature': 38.0, 'experiment': 1.0, 'time': 1522087108.434667}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 24.0, 'temperature': 38.0, 'experiment': 1.0, 'time': 1522087112.542567}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 23.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522087119.18365}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 23.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522087125.821416}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 24.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522087132.461407}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 24.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522087144.16183}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 24.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522087148.303553}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 25.0, 'temperature': 37.0, 'experiment': 1.0, 'time': 1522087154.943424}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 26.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522087169.164125}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 26.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522087173.903059}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 26.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522087183.069316}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 27.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522087192.266229}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 26.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522087201.47103}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 27.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522087208.14162}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 27.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522087214.782279}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 28.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522087223.95186}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 28.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522087228.063227}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 28.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522087234.70265}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 29.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522087241.343436}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 29.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522087247.983538}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 30.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522087259.678761}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 30.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522087263.822587}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 30.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522087270.463382}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 31.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522087277.103623}
{'device': 'gnfuv-temp-exp1-55d487b85b-5g2xh', 'humidity': 31.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522087286.266001}
